project_id,project_name,sector,ministry,implementing_agency,start_date,planned_end_date,update_date,original_cost,revised_cost,expenditure_to_date,physical_progress_pct,milestones_planned,milestones_completed,delay_cause,status
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-04-01,2995.41,3092.56,817.47,25.0,22,5,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-05-01,2995.41,3106.43,1088.27,34.08,22,6,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-06-01,2995.41,3120.31,901.75,28.36,22,4,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-07-01,2995.41,3134.19,1045.15,35.51,22,7,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-08-01,2995.41,3148.07,1095.75,36.98,22,9,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-09-01,2995.41,3161.95,1657.06,47.81,22,10,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-10-01,2995.41,3175.82,1655.34,48.64,22,9,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-11-01,2995.41,3189.7,1837.26,53.69,22,10,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2025-12-01,2995.41,3203.58,2083.78,58.87,22,13,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2026-01-01,2995.41,3217.46,1820.97,59.96,22,14,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2026-02-01,2995.41,3231.34,1927.59,58.54,22,13,None,On Track
P0082,Power Infrastructure Project 82,Power,Ministry of Power,Agency Gamma,2024-10-01,2027-03-01,2026-03-01,2995.41,3245.21,1830.22,55.18,22,14,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-05-01,2293.67,2306.52,253.45,3.0,27,2,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-06-01,2293.67,2319.37,419.84,6.94,27,0,Weather,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-07-01,2293.67,2332.21,362.59,6.87,27,1,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-08-01,2293.67,2345.06,576.61,12.95,27,2,Administrative approval,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-09-01,2293.67,2357.91,679.76,15.65,27,5,Funding issue,Delayed
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-10-01,2293.67,2370.76,705.23,22.47,27,5,Weather,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-11-01,2293.67,2383.61,865.11,23.76,27,6,Funding issue,Delayed
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2025-12-01,2293.67,2396.46,858.67,23.22,27,6,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-01-01,2293.67,2409.3,876.39,26.79,27,6,Funding issue,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-02-01,2293.67,2422.15,1119.03,31.21,27,6,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-03-01,2293.67,2435.0,1279.42,42.75,27,13,Land acquisition,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-04-01,2293.67,2447.85,1555.19,49.52,27,14,Funding issue,Delayed
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-05-01,2293.67,2460.7,1356.78,46.8,27,12,Land acquisition,Delayed
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-06-01,2293.67,2473.55,1566.52,51.34,27,13,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-07-01,2293.67,2486.39,1842.52,61.85,27,16,None,On Track
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-08-01,2293.67,2499.24,1638.64,58.07,27,15,Administrative approval,Delayed
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-09-01,2293.67,2512.09,1689.06,61.14,27,16,Administrative approval,Watch
P0083,Power Infrastructure Project 83,Power,Ministry of Power,Agency Beta,2025-05-01,2027-05-01,2026-10-01,2293.67,2524.94,2036.97,72.96,27,20,Land acquisition,Watch
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2024-08-01,2851.53,2883.22,504.7,3.0,14,0,Land acquisition,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2024-09-01,2851.53,2914.91,866.85,3.0,14,1,Material shortage,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2024-10-01,2851.53,2946.6,866.64,3.0,14,0,Funding issue,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2024-11-01,2851.53,2978.28,816.74,3.0,14,0,Material shortage,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2024-12-01,2851.53,3009.97,776.02,3.53,14,1,Administrative approval,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-01-01,2851.53,3041.66,786.46,11.36,14,3,Administrative approval,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-02-01,2851.53,3073.35,615.27,3.0,14,0,Material shortage,Watch
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-03-01,2851.53,3105.04,711.75,4.56,14,0,Administrative approval,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-04-01,2851.53,3136.73,1498.79,22.19,14,3,Funding issue,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-05-01,2851.53,3168.42,1102.86,14.8,14,1,Land acquisition,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-06-01,2851.53,3200.11,1144.21,16.76,14,2,Material shortage,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-07-01,2851.53,3231.8,860.97,16.07,14,0,Land acquisition,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-08-01,2851.53,3263.49,1554.18,29.77,14,5,Weather,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-09-01,2851.53,3295.18,1823.53,38.0,14,4,Land acquisition,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-10-01,2851.53,3326.87,1234.79,26.95,14,4,Funding issue,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-11-01,2851.53,3358.56,1824.56,30.89,14,3,Land acquisition,Delayed
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2025-12-01,2851.53,3390.24,1990.7,34.61,14,2,Administrative approval,Watch
P0084,Railways Infrastructure Project 84,Railways,Ministry of Railways,Agency Epsilon,2024-08-01,2027-04-01,2026-01-01,2851.53,3421.93,1789.54,40.81,14,5,Administrative approval,Watch
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-05-01,4468.63,4543.04,1305.24,3.0,17,0,Material shortage,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-06-01,4468.63,4617.44,1383.05,3.0,17,0,Funding issue,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-07-01,4468.63,4691.85,1443.41,3.0,17,0,Funding issue,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-08-01,4468.63,4766.26,1354.47,5.65,17,0,Land acquisition,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-09-01,4468.63,4840.67,1259.16,3.0,17,0,Land acquisition,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-10-01,4468.63,4915.08,799.89,4.02,17,0,Funding issue,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-11-01,4468.63,4989.49,1529.56,3.0,17,0,Material shortage,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2025-12-01,4468.63,5063.89,836.43,5.39,17,0,Material shortage,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-01-01,4468.63,5138.3,1431.36,13.6,17,1,Land acquisition,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-02-01,4468.63,5212.71,1422.19,13.28,17,3,Administrative approval,Watch
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-03-01,4468.63,5287.12,1586.39,8.62,17,0,Land acquisition,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-04-01,4468.63,5361.53,2066.65,14.22,17,2,Administrative approval,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-05-01,4468.63,5435.93,2309.98,26.16,17,6,Funding issue,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-06-01,4468.63,5510.34,2534.76,22.14,17,3,Administrative approval,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-07-01,4468.63,5584.75,3401.0,31.41,17,6,Weather,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-08-01,4468.63,5659.16,3064.04,29.16,17,7,Administrative approval,Delayed
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-09-01,4468.63,5733.57,2811.3,33.59,17,6,Weather,Watch
P0085,Power Infrastructure Project 85,Power,Ministry of Power,Agency Beta,2025-05-01,2028-04-01,2026-10-01,4468.63,5807.98,3894.86,40.3,17,7,Land acquisition,Delayed
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-01-01,1916.7,1927.31,91.54,6.22,14,1,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-02-01,1916.7,1937.92,192.58,11.0,14,1,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-03-01,1916.7,1948.52,182.4,11.28,14,0,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-04-01,1916.7,1959.13,231.13,13.67,14,2,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-05-01,1916.7,1969.73,336.18,19.47,14,3,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-06-01,1916.7,1980.34,355.22,18.31,14,1,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-07-01,1916.7,1990.95,533.59,26.45,14,3,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-08-01,1916.7,2001.55,487.98,25.37,14,5,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-09-01,1916.7,2012.16,607.83,28.77,14,3,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-10-01,1916.7,2022.76,751.79,34.66,14,4,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-11-01,1916.7,2033.37,950.25,38.46,14,5,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2025-12-01,1916.7,2043.98,933.02,44.2,14,5,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-01-01,1916.7,2054.58,867.65,43.22,14,5,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-02-01,1916.7,2065.19,924.01,45.21,14,5,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-03-01,1916.7,2075.79,1224.79,56.58,14,8,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-04-01,1916.7,2086.4,1155.06,51.75,14,9,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-05-01,1916.7,2097.01,1193.91,56.57,14,9,None,On Track
P0086,Power Infrastructure Project 86,Power,Ministry of Power,Agency Gamma,2025-01-01,2027-10-01,2026-06-01,1916.7,2107.61,1249.36,57.97,14,9,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-04-01,1870.81,1872.99,152.95,7.61,22,2,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-05-01,1870.81,1875.16,199.83,14.8,22,2,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-06-01,1870.81,1877.34,314.24,13.52,22,2,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-07-01,1870.81,1879.51,512.63,27.26,22,4,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-08-01,1870.81,1881.69,452.77,23.71,22,5,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-09-01,1870.81,1883.86,546.77,27.32,22,6,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-10-01,1870.81,1886.04,731.84,32.9,22,6,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-11-01,1870.81,1888.21,600.0,36.36,22,9,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2025-12-01,1870.81,1890.39,804.17,43.98,22,8,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-01-01,1870.81,1892.56,1030.14,47.29,22,8,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-02-01,1870.81,1894.74,1070.21,51.11,22,12,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-03-01,1870.81,1896.91,1070.7,55.83,22,12,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-04-01,1870.81,1899.09,1288.45,62.49,22,14,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-05-01,1870.81,1901.26,1342.06,70.04,22,13,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-06-01,1870.81,1903.44,1230.57,67.6,22,14,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-07-01,1870.81,1905.61,1582.6,81.96,22,17,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-08-01,1870.81,1907.79,1519.22,83.99,22,17,None,On Track
P0087,Urban Development Infrastructure Project 87,Urban Development,Ministry of Housing and Urban Affairs,Agency Alpha,2025-04-01,2027-02-01,2026-09-01,1870.81,1909.96,1606.28,82.91,22,19,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-07-01,364.11,365.4,37.42,6.47,24,1,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-08-01,364.11,366.69,42.69,6.46,24,0,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-09-01,364.11,367.98,55.9,12.32,24,1,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-10-01,364.11,369.27,63.51,20.65,24,4,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-11-01,364.11,370.56,75.62,20.53,24,5,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2024-12-01,364.11,371.85,75.78,18.2,24,5,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-01-01,364.11,373.14,91.99,29.42,24,5,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-02-01,364.11,374.43,91.95,28.64,24,5,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-03-01,364.11,375.71,122.28,31.84,24,10,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-04-01,364.11,377.0,163.0,37.98,24,9,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-05-01,364.11,378.29,154.75,41.35,24,12,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-06-01,364.11,379.58,149.15,40.94,24,10,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-07-01,364.11,380.87,174.0,46.96,24,12,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-08-01,364.11,382.16,188.78,49.54,24,12,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-09-01,364.11,383.45,164.95,47.8,24,12,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-10-01,364.11,384.74,207.39,54.3,24,14,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-11-01,364.11,386.03,226.88,59.4,24,15,None,On Track
P0088,Power Infrastructure Project 88,Power,Ministry of Power,Agency Beta,2024-07-01,2027-01-01,2025-12-01,364.11,387.32,251.04,61.21,24,15,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-05-01,3498.74,3497.51,104.93,3.65,21,0,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-06-01,3498.74,3496.27,317.54,8.26,21,0,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-07-01,3498.74,3495.04,561.49,15.27,21,2,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-08-01,3498.74,3493.8,580.42,18.2,21,3,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-09-01,3498.74,3492.57,700.49,19.8,21,3,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-10-01,3498.74,3491.34,850.46,22.58,21,5,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-11-01,3498.74,3490.1,1053.49,33.26,21,6,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2025-12-01,3498.74,3488.87,1149.74,34.46,21,7,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-01-01,3498.74,3487.63,1414.13,39.11,21,9,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-02-01,3498.74,3486.4,1528.98,43.39,21,8,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-03-01,3498.74,3485.17,1454.83,44.94,21,7,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-04-01,3498.74,3483.93,1888.85,50.55,21,10,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-05-01,3498.74,3482.7,1993.21,57.76,21,10,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-06-01,3498.74,3481.46,2024.93,59.6,21,13,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-07-01,3498.74,3480.23,2021.87,56.86,21,11,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-08-01,3498.74,3479.0,2346.32,65.14,21,14,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-09-01,3498.74,3477.76,2241.67,68.59,21,15,None,On Track
P0089,Transport Infrastructure Project 89,Transport,Ministry of Road Transport,Agency Alpha,2025-05-01,2027-07-01,2026-10-01,3498.74,3476.53,2509.92,75.33,21,14,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-05-01,4159.07,4173.14,380.23,5.48,11,0,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-06-01,4159.07,4187.2,594.09,10.88,11,1,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-07-01,4159.07,4201.27,734.3,19.07,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-08-01,4159.07,4215.34,779.97,14.8,11,1,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-09-01,4159.07,4229.4,884.2,16.99,11,1,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-10-01,4159.07,4243.47,653.2,16.94,11,2,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-11-01,4159.07,4257.54,1222.83,28.39,11,4,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2025-12-01,4159.07,4271.61,932.84,23.17,11,2,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-01-01,4159.07,4285.67,1293.47,29.93,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-02-01,4159.07,4299.74,1392.5,31.97,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-03-01,4159.07,4313.81,1432.82,33.56,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-04-01,4159.07,4327.87,1686.3,38.87,11,4,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-05-01,4159.07,4341.94,1950.19,41.1,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-06-01,4159.07,4356.01,2247.75,43.26,11,3,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-07-01,4159.07,4370.07,2036.31,44.39,11,2,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-08-01,4159.07,4384.14,2508.45,50.78,11,4,None,On Track
P0090,Power Infrastructure Project 90,Power,Ministry of Power,Agency Epsilon,2025-05-01,2028-02-01,2026-09-01,4159.07,4398.21,1938.37,48.57,11,6,None,On Track
